Structure,File,Line,Text
EPT,vmm_dispatcher/migration_api_calls/tdh_import_mem.c,460,// GPA and Secure-EPT
EPT,vmm_dispatcher/migration_api_calls/tdh_import_mem.c,797,/* Walk the Secure-EPT to locate the parent entry for the new TD page
EPT,vmm_dispatcher/migration_api_calls/tdh_import_mem.c,1024,"//   Thus, any EPT violation during steps 1 and 2 in a running L2 or L1 will result in a TD exit,"
EPT,vmm_dispatcher/migration_api_calls/tdh_export_blockw.c,63,// Secure-EPT
EPT,vmm_dispatcher/migration_api_calls/tdh_export_blockw.c,98,// Acquire Secure-EPT lock as shared
EPT,vmm_dispatcher/migration_api_calls/tdh_export_blockw.c,157,// Walk the Secure-EPT to locate the parent entry for the new TD page
EPT,vmm_dispatcher/migration_api_calls/tdh_export_blockw.c,186,// Prepare the EPT entry value:
EPT,vmm_dispatcher/api_calls/tdh_mem_page_remove.c,55,ept_level_t           page_level_entry = gpa_mappings.level;  // EPT level of the page parent
EPT,vmm_dispatcher/api_calls/tdh_mem_page_remove.c,224,// Atomically set the removed page Secure-EPT entry to SEPT_FREE or REMOVED (if import is in progress)
EPT,vmm_dispatcher/api_calls/tdh_mem_range_unblock.c,199,"// This is done before unblocking the L1 SEPT entry.  This way, if there's an EPT violation in an"
EPT,vmm_dispatcher/api_calls/tdh_mem_range_unblock.c,235,// Write the whole 64-bit EPT entry in a single operation
EPT,vmm_dispatcher/api_calls/tdh_mem_page_aug.c,157,"// Check, lock and map the new SEPT EPT page"
EPT,vmm_dispatcher/api_calls/tdh_mem_page_aug.c,173,// Update the parent EPT entry with the new TD page HPA and SEPT_PENDING state
EPT,vmm_dispatcher/api_calls/tdh_mem_page_aug.c,187,// Update the new Secure EPT page’s PAMT entry
EPT,vmm_dispatcher/api_calls/tdh_mr_extend.c,133,// Verify the EPT entry state is MAPPED
EPT,vmm_dispatcher/api_calls/tdh_mr_extend.c,137,"TDX_ERROR(""EPT entry is not present %llx\n"", return_val);"
EPT,vmm_dispatcher/api_calls/tdh_mem_page_promote.c,95,// Scan the L2 Secure EPT page content and verify all 512 entries:
EPT,vmm_dispatcher/api_calls/tdh_mem_page_promote.c,351,// Map the Secure-EPT page before merging
EPT,vmm_dispatcher/api_calls/tdh_mem_page_promote.c,354,// Scan the Secure EPT page content and verify all 512 entries:
EPT,vmm_dispatcher/api_calls/tdh_mem_page_promote.c,414,// Map the L2 Secure EPT page to be merged and removed
EPT,vmm_dispatcher/api_calls/tdh_mem_page_promote.c,419,// Scan the L2 Secure EPT page content and verify all 512 entries match the conditions for promotion
EPT,vmm_dispatcher/api_calls/tdh_mem_page_promote.c,471,"// Atomically map the merged Secure-EPT entry to SEPT_PRESENT leaf entry,"
EPT,vmm_dispatcher/api_calls/tdh_mem_sept_remove.c,61,// Removed Secure-EPT page
EPT,vmm_dispatcher/api_calls/tdh_mem_sept_remove.c,220,"// Scan the Secure-EPT page to be removed, and verify all its entries are at"
EPT,vmm_dispatcher/api_calls/tdh_mem_sept_remove.c,221,// SEPT_FREE state.  Map the merged Secure-EPT page
EPT,vmm_dispatcher/api_calls/tdh_mem_range_block.c,81,// Block the L2 Secure EPT entry
EPT,vmm_dispatcher/api_calls/tdh_mem_range_block.c,223,// Verify the Secure-EPT entry to block
EPT,vmm_dispatcher/api_calls/tdh_mem_range_block.c,240,"// Prepare the EPT entry value with TDB set, RWX cleared and suppress VE set"
EPT,vmm_dispatcher/api_calls/tdh_mem_range_block.c,252,"// This is done after blocking the L1 SEPT entry.  This way, if there's an EPT violation in an"
EPT,vmm_dispatcher/api_calls/tdh_mem_range_block.c,281,// blocked Secure EPT page or TD private page (PAMT.BEPOCH)
EPT,vmm_dispatcher/api_calls/tdh_mem_sept_rd.c,185,// Update Secure EPT arch entry values in RCX and RDX
EPT,vmm_dispatcher/api_calls/tdh_sys_lp_init.c,526,/* Do a global EPT flush.  This is required to guarantee security in case of
EPT,vmm_dispatcher/api_calls/tdh_mem_page_add.c,190,// Update the parent EPT entry with the new TD page HPA and SEPT_PRESENT state
EPT,vmm_dispatcher/api_calls/tdh_mem_page_add.c,242,// Update the new Secure EPT page’s PAMT entry
EPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,44,// Map the new SEPT EPT page
EPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,47,// Initialize the new Secure EPT page using the TD’s ephemeral private HKID and direct writes(MOVDIR64B)
EPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,50,// Update the new Secure EPT page’s PAMT entry
EPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,104,"TDX_ERROR(""Failed to check/lock the new SEPT EPT page 0x%llx - error = %llx\n"","
EPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,173,"TDX_ERROR(""Failed to check/lock the new SEPT EPT page 0x%llx for VM (%d) - error = %llx\n"","
EPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,216,// Update the L1 SEPT entry in memory with the new Secure EPT page HPA and NL_MAPPED state.
EPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,298,// New SEPT EPT page variables
EPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,299,pa_t                  flagged_sept_page_pa[MAX_VMS] = { 0 };     // Physical address of the new Secure-EPT page
EPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,300,pa_t                  sept_page_pa[MAX_VMS] = { 0 };             // Physical address of the new Secure-EPT page - can be modified
EPT,vmm_dispatcher/api_calls/tdh_mem_sept_add.c,302,bool_t                sept_page_locked_flag[MAX_VMS] = { 0 };    // Indicate SEPT EPT page PAMT entry is locked
EPT,vmm_dispatcher/api_calls/tdh_vp_flush.c,127,// Execute INVEPT type 1 for each Secure EPT
EPT,vmm_dispatcher/api_calls/tdh_mem_page_relocate.c,244,"// This is done before unblocking the L1 SEPT entry.  This way, if there's an EPT violation in an"
EPT,vmm_dispatcher/api_calls/tdh_mem_page_relocate.c,278,// Update the Secure EPT entry with the target page
EPT,vmm_dispatcher/api_calls/tdh_mem_page_relocate.c,286,// Write the whole 64-bit EPT entry in a single operation
EPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,95,// New Secure-EPT page variables
EPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,277,// Check and lock the new L2 Secure EPT pages in PAMT.
EPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,371,// Map the L2 new Secure EPT page and fill it with small page SEPT entries
EPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,378,// Map the new L2 secure EPT page and fill if with L2_SEPT_FREE entries
EPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,423,// Update the new L1 Secure EPT page PAMT entry
EPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,435,// Make the current L2 Secure EPT entry a non-leaf entry pointing the new Secure EPT page.
EPT,vmm_dispatcher/api_calls/tdh_mem_page_demote.c,444,// Update the new L2 Secure EPT page PAMT entry
EPT,common/data_structures/td_control_structures.h,405,uint64_t ept_violation_on_l2_sept_walk_failure : 1; // bit 0:  ept violation td exit if a tdcall flow fails l2 ept walk
EPT,common/data_structures/td_control_structures.h,516,* TD-scope Secure EPT pointer. Format is the same as the VMCS EPTP execution control.
EPT,common/data_structures/td_control_structures.h,520,ALIGN(2) sharex_hp_lock_t    secure_ept_lock; /**< Protects Secure EPT updates */
EPT,common/data_structures/td_control_structures.h,811,* TDCX 6th page - Secure EPT Root Page
EPT,common/data_structures/td_control_structures.h,834,* TDCX 9th-11th page - L2 Secure EPT Root
EPT,common/accessors/vt_accessors.h,197,* @brief Invalidate EPT translations
EPT,common/memory_handlers/sept_manager.h,200,// A free Secure-EPT init value with suppress VE set (bit 63)
EPT,common/memory_handlers/sept_manager.h,727,// Secure EPT state and level as returned in RDX by many API functions
EPT,common/memory_handlers/sept_manager.h,743,* @brief Check that EPT entry is a leaf - correct only for validly configured entries
EPT,common/memory_handlers/sept_manager.h,745,* @param ept_entry Pointer to EPT entry
EPT,common/memory_handlers/sept_manager.h,746,* @param level The EPT entry level
EPT,common/memory_handlers/sept_manager.h,756,* @brief Check that Secure EPT entry is a leaf - correct only for non-FREE entries
EPT,common/memory_handlers/sept_manager.h,758,* @param ept_entry Pointer to EPT entry
EPT,common/memory_handlers/sept_manager.h,773,* @param ept_entry Pointer to EPT entry to map
EPT,common/memory_handlers/sept_manager.h,774,* @param attributes migration attributes to use to update the ept entry
EPT,common/memory_handlers/sept_manager.h,785,* @param ept_entry Pointer to EPT entry to map
EPT,common/memory_handlers/sept_manager.h,786,* @param attributes migration attributes to use to update the ept entry
EPT,common/memory_handlers/sept_manager.h,798,* @param ept_entry Pointer to EPT entry to map
EPT,common/memory_handlers/sept_manager.h,799,* @param attributes migration attributes to use to update the ept entry
EPT,common/memory_handlers/sept_manager.h,802,* @param sept_ve_disable Value to set for SVE bit in EPT entry
EPT,common/memory_handlers/sept_manager.h,816,* @param ept_entry Pointer to EPT entry to map
EPT,common/memory_handlers/sept_manager.h,823,* @brief Set an L2 secure EPT leaf entry.
EPT,common/memory_handlers/sept_manager.h,845,* @param ept_entry Pointer to EPT entry to map
EPT,common/memory_handlers/sept_manager.h,855,*  @param ept_entry Pointer to EPT entry to be cleaned
EPT,common/memory_handlers/sept_manager.h,867,* @brief Unblock the Secure EPT entry (non-atomic)
EPT,common/memory_handlers/sept_manager.h,878,* @brief  Unblock the L2 Secure EPT entry
EPT,common/memory_handlers/sept_manager.h,974,*        Return a linear pointer to Secure-EPT entry corresponding to GPA and EPT level.
EPT,common/memory_handlers/sept_manager.h,975,*        EPT Misconfiguration during the walk will cause module halt (fatal error).
EPT,common/memory_handlers/sept_manager.h,985,* @param cached_ept_entry - Pointer to a EPT entry parameter. On return contains cached value
EPT,common/memory_handlers/sept_manager.h,986,*               of the last sampled EPT entry (even on failure).
EPT,common/memory_handlers/sept_manager.h,1004,* @param eptp EPT pointer that should be used in the walk
EPT,common/memory_handlers/sept_manager.h,1012,* @param cached_ept_entry - Pointer to a EPT entry parameter. On return contains cached value
EPT,common/memory_handlers/sept_manager.h,1013,*               of the last sampled EPT entry (even on failure).
EPT,common/memory_handlers/sept_manager.h,1014,"*               User should read the EPT entry from the cached value only,"
EPT,common/memory_handlers/sept_manager.h,1019,"* @return Status of the walk, either full success, EPT violation, EPT convertible violation or EPT misconfiguration."
EPT,common/memory_handlers/sept_manager.c,121,// (either an EPT PDE with bit 7 set to 1 or an EPT PTE) and the
EPT,common/memory_handlers/sept_manager.c,122,"// value of bits 5:3 (EPT memory type) is 2, 3, or 7 (these values are reserved)."
EPT,common/memory_handlers/sept_manager.c,145,// 28.2.3.1 EPT Misconfigurations from Intel SDM:
EPT,common/memory_handlers/sept_manager.c,165,"// The ""mode-based execute control for EPT"" VM-execution control is 1,"
EPT,common/memory_handlers/sept_manager.c,170,"// No need to check, because ""mode-based execute control for EPT"" bit"
EPT,common/memory_handlers/sept_manager.c,198,// (either an EPT PDE with bit 7 set to 1 or an EPT PTE) and the
EPT,common/memory_handlers/sept_manager.c,199,"// value of bits 5:3 (EPT memory type) is 2, 3, or 7 (these values are reserved)."
EPT,common/memory_handlers/sept_manager.c,228,// The TDX-SEAM module sets the TD VMCS EPT-violation #VE VM-execution control to 1.
EPT,common/memory_handlers/sept_manager.c,230,// Checks are according to SDM (25.5.6.1) - Convertible EPT Violations
EPT,common/memory_handlers/sept_manager.c,232,"// The values of certain EPT paging-structure entries determine which EPT violations are convertible. Specifically,"
EPT,common/memory_handlers/sept_manager.c,233,// bit 63 of certain EPT paging-structure entries may be defined to mean suppress #VE:
EPT,common/memory_handlers/sept_manager.c,234,"// - If bits 2:0 of an EPT paging-structure entry are all 0, the entry is not present."
EPT,common/memory_handlers/sept_manager.c,235,"//      (If the “mode-based execute control for EPT VM-execution control is 1,"
EPT,common/memory_handlers/sept_manager.c,236,//       an EPT paging-structure entry is present if any of bits 2:0 or bit 10 is 1)
EPT,common/memory_handlers/sept_manager.c,238,//      it causes an EPT violation. The EPT violation is convertible if and only if bit 63 of the entry is 0.
EPT,common/memory_handlers/sept_manager.c,240,"// - If an EPT paging-structure entry is present, the following cases apply:"
EPT,common/memory_handlers/sept_manager.c,241,"//      * If bit 7 of the entry is 1, or if the entry is an EPT PTE, the entry maps a page."
EPT,common/memory_handlers/sept_manager.c,243,"//        an access to that address causes an EPT violation, the EPT violation is convertible"
EPT,common/memory_handlers/sept_manager.c,245,"//      * If bit 7 of the entry is 0 and the entry is not an EPT PTE, the entry references another EPT paging"
EPT,common/memory_handlers/sept_manager.c,247,//        subsequent EPT violation is convertible.
EPT,common/memory_handlers/sept_manager.c,249,// Note that Bit(22) - Mode-based execute control for EPT in TD exec controls is always 0
EPT,common/memory_handlers/sept_manager.c,250,// So no need to check bit 10 in EPT entry to determine whether the entry is present
EPT,common/memory_handlers/sept_manager.c,269,// Get root PML EPT page address
EPT,common/memory_handlers/sept_manager.c,283,"pte = &(pt->ept[get_ept_entry_idx(gpa, current_lvl)]);"
EPT,common/memory_handlers/sept_manager.c,296,// Misconfigurations on Secure EPT are not expected and considered to be fatal errors
EPT,common/memory_handlers/sept_manager.c,365,// Get root PML EPT page address
EPT,common/memory_handlers/sept_manager.c,525,* @brief - Set an L2 secure EPT leaf entry.
EPT,common/memory_handlers/sept_manager.c,623,/* Build the architectural representation of the Secure EPT entry.
EPT,common/memory_handlers/sept_manager.c,649,// Build the architectural information of the Secure EPT entry
EPT,common/memory_handlers/sept_manager.c,666,// Build the architectural representation of the L2 Secure EPT entry.
EPT,common/memory_handlers/sept_manager.c,702,// Build the architectural information of the Secure EPT entry
EPT,common/x86_defs/vmcs_defs.h,87,uint64_t ept;
EPT,common/x86_defs/x86_defs.h,341,*   @brief Definition of GPA EPT entry level
EPT,common/x86_defs/x86_defs.h,344,"LVL_PT      = 0,    // EPT 4KB leaf entry level"
EPT,common/x86_defs/x86_defs.h,345,"LVL_PD      = 1,    // EPT page directory or 2MB leaf entry level"
EPT,common/x86_defs/x86_defs.h,346,"LVL_PDPT    = 2,    // EPT page table directory or 1GB leaf entry level"
EPT,common/x86_defs/x86_defs.h,347,"LVL_PML4    = 3,    // EPT Page map entry level 4"
EPT,common/x86_defs/x86_defs.h,348,"LVL_PML5    = 4,    // EPT Page map entry level 5"
EPT,common/x86_defs/x86_defs.h,621,ia32e_ept_t   ept[512];
EPT,common/helpers/helpers.c,878,// change ept violation to Permissoin::W
EPT,common/helpers/helpers.c,884,// change ept violation to Permissoin::R
EPT,common/helpers/helpers.c,928,// read the shared EPT from the TD VMCS
EPT,common/helpers/helpers.c,943,// In case of EPT Violation TD exit should return GPA but without offset in page
EPT,common/helpers/helpers.c,977,"// This is not a PENDING page, do an EPT Violation TD exit"
EPT,common/helpers/helpers.c,1609,// Check compatibility with GPAW.  If the SHARED bit is 52 then this must be a 5-level EPT
EPT,common/helpers/helpers.c,1617,"// The PA field of EPTP points to the Secure EPT root page in TDCS,"
EPT,common/helpers/helpers.c,2804,// Execute INVEPT type 1 for each Secure EPT
EPT,common/helpers/error_reporting.h,50,* @param offending_sept_level - Offending Secure EPT entry level
EPT,common/helpers/error_reporting.h,52,* @param sept_entry - Secure EPT entry
EPT,common/helpers/error_reporting.h,59,* @param eptp - EPT pointer
EPT,common/helpers/error_reporting.h,60,* @param offending_level - Offending Secure EPT entry level
EPT,common/helpers/error_reporting.h,62,* @param sept_entry - Secure EPT entry
EPT,common/helpers/helpers.h,148,// When TD is configured with a 4 level EPT then the S bit is always bit 47 of the GPA.
EPT,common/helpers/helpers.h,149,// When a TD is configured with 5 level EPT then the S bit is in bit 47 if GPAW
EPT,common/helpers/helpers.h,283,* @brief Get HPA from EPT entry and GPA
EPT,common/helpers/helpers.h,285,* @param entry - EPT entry for this GPA
EPT,common/helpers/helpers.h,287,* @param level - EPT entry level
EPT,common/helpers/helpers.h,793,"*        EPT entry, and the reached walking level."
EPT,common/helpers/helpers.h,796,*       the returned EPT entry is no longer used.
EPT,common/helpers/helpers.h,808,* @param cached_ept_entry - Pointer to a EPT entry parameter. On return contains cached value
EPT,common/helpers/helpers.h,809,*               of the last sampled EPT entry (even on failure).
EPT,common/helpers/helpers.h,860,"* @brief Translates the GPA and returns requested EPT entry, and the reached walking level."
EPT,common/helpers/helpers.h,870,* @param cached_ept_entry - Pointer to a EPT entry parameter. On return contains cached value
